Period,SM Axis
3.795963,0.04527
6.203449,0.062
6.2037,0.0651
14.17555,0.1131
14.175685,0.1074
19.5917,0.14
19.590025,0.1367
29.54115,0.1758
2.7970365,0.038
218.47,0.74
3.994,0.0269
5.72149242,0.0553
5.72149,0.055
5.7214742,0.0558
2.500311,0.0229
2.50031,0.0235
31.393463,0.164
10.28891,0.089
16.84,0.124
232.08,0.706
9.8851553,0.0619
9.8851553,0.0619
9.8847,0.054
9.8786461,0.0692
9.8851553,0.0619
5.577212,0.04
5.57739,0.037
15.189034,0.078
15.1871,0.0722
7.7599,0.0461
7.760178,0.05
24.1669,0.098
24.158868,0.106
111.4357,0.449
111.4367,0.4565
111.4367,0.4564
111.43639,0.4602
111.428,0.46
111.429,0.447
10.31368,0.076
10.3134,0.0753
10.31282204,0.0739
10.31320643,0.0746
10.31320643,0.0746
10.31320643,0.0746
10.31202,0.075
10.312364,0.077
13.7815,0.0913
13.78109471,0.0896
13.78109344,0.0905
13.78109344,0.0905
13.78109344,0.0905
13.781052,0.091
13.78104973,0.0906
13.781564,0.0922
23.089447,0.128
23.08901839,0.1277
23.08901839,0.1277
23.08901839,0.1277
23.08902241,0.1264
23.0923,0.1288
23.09302,0.1301
23.0904007,0.12781
38.23,0.1803
358.27,1.063
352.7,1.05
2.46746,0.03317
2.4675,0.03308
7.06005,0.06666
7.06142,0.06687
24.3645,0.15224
24.3662,0.1527
20.772907,0.1438
52.563491,0.2669
75.2203,0.362
75.195,0.362
75.29,0.36
68.27,0.33
68.27,0.33
654.5,1.552
621.6,1.89
711,1.93
6.443868,0.06152
12.226574,0.09429
480.5,1.2
68.9583216,0.3192
68.95803,0.316
68.958447,0.3183
68.958608,0.3198
68.958608,0.3198
68.958608,0.3198
13.63083,0.107
3.53796,0.0436
6.42975,0.0649
1057,0 2.000000
1039.15,0 1.988000
1042.4,0 1.994000
1086,0 2.000000
1046.2,0 1.980000
4.9019804,0.0336
3.835592,0.0365
3.835476,0.0373
14.476,0.1216
14.476,0.12
14.479,0.1214
39.475,0.228
39.44603,0.228
417.9,1.3
10.02245,0.091
974,1.98
974,1.98
964,1.969
2.87531694,0.03593
2.9,0.036
2.875317,0.0361
2.8753186,0.03617
82.467,0.389
331.5,0.93
331.5,1.04
345.53,1.12
351.5,1.16
345.53,1.15
340.94,1.063
2.219282,0.0285
2.219315,0.0288
2.2193023,0.0373
2.219405,0.029
452.8,1.333
613.79999,1.64
613.8,1.601
606.3,1.565
852.5,1.96
825,1.95
6.34365,0.0546
6.342,0.0562
13.85,0.0946
13.85402,0.092
40.6835,0.1886
40.718,0.1937
2.59261842,0.02709
6.034,0.0513
20.523,0.1159
3.8335,0.05
3.834887,0.045
3.83492,0.0507
3.83483,0.049
4.072,0.053
4.088,0.052
4.07182,0.053
4.072,0.05
12.62,0.11
248.4,0.8
270.27,0.877
269.3,0.87
13.481,0.117
3.127463,0.0367
3.12748,0.0366
7.493134,0.0657
7.49325,0.0656
16.608164,0.1116
3.41587,0.05
3.414884,0.0479
3.415,0.046
3.414887,0.0479
3.41587,0.0472
3.4148674,0.04691
5.19672,0.056
16.06819,0.1189
228.776,0.7048
226,0.688
3.0712,0.033
3.07133,0.03194
4.8682,0.045
4.86784,0.04341
11.0234,0.077
11.02454,0.07487
26.5841,0.1346
4.884765,0.0618
96.045,0.461
186.76,0.775
185.84,0.83
14.47567,0.095
16.995731,0.1229
16.9780102,0.1685
2.8758911,0.0432
2.8758911,0.04288
2.8758916,0.04364
2.87598,0.04313
2.8766,0.042
27.359,0.1768
352.2,1.08
278.59,0.838
277.02,1.1
18.38818,0.1528
328.55,0.993
1.8237305,0.02636
0.658524,0.01306
7.814,0.0679
14.697,0.1035
19.482,0.1249
2.298,0.041
418.20001,1.19
422.9,1.191
418.2,1.19
21.21663,0.1614
21.216398,0.1637
21.216398,0.16278
21.2167,0.1607
21.2,0.15
184.2,0.81
4.83809469,0.0316
4.83817712,0.0285
4.83817712,0.0285
4.83817712,0.0285
2.6698,0.0248
2.644646,0.0266
2.644661,0.0259
3.9663,0.0327
19.382,0.154
11.53533,0.1097
11.5366,0.1003
4.6747373,0.043
1.52275959,0.01845
0.792052,0.01679
1.1589,0.0164
18.71204,0.1436
9.97857,0.0999
9.97748,0.091
24.283429,0.16
431.88,1.164
437.18,1.177
406,1.1
431.88,1.17
437.05,1.1735
3.21223328,0.04171
3.21222,0.0414
3.2122312,0.0414
3.21222,0.04142
4.11296,0.052
7.972,0.08
1.0391353,0.02085
3.6451398,0.04813
696.62,1.912
18.44883,0.0848
18.4474,0.1098
18.4498,0.091
223.8,0.768
9.325038,0.076
9.32414,0.0731
9.32389,0.0699
15.5012,0.1026
15.50192,0.107
15.50116,0.098
359.15,1.28
360.08,1.207
363.3,1.214
682.85,1.97
684.7,1.853
677.53,1.84
3.487,0.046
3.48777,0.04
3.48777,0.0452
3.487905,0.045
187.01,0.699
187.83,0.83
498.9,1.3
498.89999,1.35
498.04,1.332
498.1,1.332
341.5,1.033
341.7,1.073
341.2,1.032
36.96,0.24
36.9987,0.238
183.93,0.648
184.02,0.81
0.446573,0.01064
0.4465688,0.0106
0.4465688,0.0106
0.446578,0.01055
10.778831,0.089
10.778831,0.0884
10.77892,0.0888
10.779,0.08809
25.62,0.1569
25.7124,0.159
25.7124,0.158
77.23,0.3274
77.03,0.33
77.03,0.328
1.095979,0.017
1.096026,0.01462
1.630757,0.0199
25.33798,0.177
0.81347437,0.01528
0.81347398,0.01504
0.813475,0.0142
0.8,0.014
3.922727,0.0457
3.9227186,0.04566
3.9227186,0.04565
2.46502616,0.0366
2.46502616,0.0366
2.46502433,0.0359
2.46502616,0.0366
2.465031,0.036
577.9,1.48
577.90002,1.49
577.2,1.492
605.2,1.7
299.36,1.086
18.1991,0.1508
18.179,0.15
18.179,0.145
8.158715,0.0801
8.158715,0.0801
8.2,0.08
2.225177,0.03261
780.3,1.81
762,1.6
778.51,1.814
0.961917,0.0159
479.1,1.19
10.695264,0.08911
871,1.83
1.7690381,0.0261
687.14,1.66
696.3,1.7
696.29999,1.65
686.8,1.66
685.25,1.623
8.689102,0.067
8.68907042,0.0378
8.68907042,0.0378
8.68909,0.0514
8.68907042,0.0378
8.68910764,0.0378
19.5352551,0.0649
6.1335,0.07
6.1335,0.07
10.338523,0.0882
10.338523,0.0882
279.8,0.896
326.03,1.29
323.21,1.178
26.73,0.192
26.6904,0.191
455.73816,1.36
453.9,1.26
6.535,0.063
6.03607,0.06356
6.04345,0.104
521,1.52
521,1.5
5.6057,0.06
12.2737,0.1011
109.75,0.5109
14.2767,0.1228
4.72673978,0.053
4.72673947,0.0533
4.72674037,0.0525
4.72673947,0.0533
4.72673978,0.05343
4.72673947,0.0533
4.7267482,0.053
30.33,0.194
30.3506,0.19
4.532,0.0539
1.56541261,0.0182
1.56541285,0.0206
1.56541285,0.0206
1.5654088,0.022
1.56541285,0.0206
3.03621679,0.032
3.03620874,0.0283
3.03621679,0.032
3.03621679,0.032
5.1489289,0.0455
5.14892346,0.0403
5.148921,0.048
5.1489289,0.0455
5.1489289,0.0455
5.55149,0.067
5.5514926,0.06969
0.684533,0.01263
0.684557,0.013
188.3,0.65
188.9,0.65
190.5,0.66
379.1,1.03
0.179715,0.0058
14.5662,0.0945
14.5665,0.0962
9.54927542,0.0641
9.549273,0.07
9.54927542,0.0641
9.54927542,0.0641
9.54927709,0.0646
4.736529,0.06229
4.7362083,0.0625
4.73626,0.0626
4.93777,0.05741
2.38839,0.0291
4.4929,0.0443
9.0497,0.0707
2.724033,0.05053
19.562307,0.126
